Vehicle Type,Fuel Type,Engine Size,Age of Vehicle,Temperature,Humidity,Air Pressure,CO2 Emissions,NOx Emissions,NOx_AQI,AQI_Category
Truck,Diesel,2.141015964,12,-6.314769108,25.33647289,991.7914992,242.7814181,1.599963582,112.1614732,Unhealthy for Sensitive Groups
Bus,Petrol,1.524651585,25,36.73186034,73.3154769,1006.727615,448.9773623,0.825460099,81.4077062,Moderate
Motorcycle,Electric,5.141637231,17,-4.133652807,27.56769032,969.3716674,61.3168214,0.130994274,12.35795038,Good
Car,Hybrid,5.91889134,9,2.518345988,60.99153712,1011.824665,352.5846078,1.563409215,111.4699041,Unhealthy for Sensitive Groups
Bus,Electric,3.533588948,18,36.47470837,84.66396871,1001.429652,150.4319722,0.406536577,38.35250726,Good
Motorcycle,Electric,1.692732286,19,30.14589465,83.70344447,1030.432526,224.3684828,1.293601163,106.3654274,Unhealthy for Sensitive Groups
Car,Electric,2.215998098,16,7.137890683,16.71514081,1040.254362,447.8501785,0.155983262,14.71540208,Good
Motorcycle,Hybrid,0.895631518,19,37.72638598,65.4737643,963.2794552,213.137438,0.835272747,82.45296653,Moderate
Truck,Diesel,5.554353794,15,18.40242566,60.22791318,1019.09078,295.4530616,0.966271032,96.40713167,Moderate
Truck,Hybrid,1.412305631,4,-6.387586869,28.19845108,1045.004631,90.33865505,1.948857061,118.7621606,Unhealthy for Sensitive Groups
Motorcycle,Hybrid,3.797885673,2,25.15334386,39.1453981,1041.788084,196.1175031,0.267523279,25.23804519,Good
Car,Petrol,2.225087148,29,16.86386789,28.51130246,1033.442625,113.7428646,1.527880745,110.7977438,Unhealthy for Sensitive Groups
Motorcycle,Diesel,3.681725613,26,18.62940253,53.70651601,954.8341,302.7007454,1.93302759,118.4626841,Unhealthy for Sensitive Groups
Truck,Hybrid,4.187386019,14,39.70521222,80.3627398,975.2484117,256.9039683,0.626127505,60.17445162,Moderate
Truck,Electric,5.114657379,25,-2.374285835,87.75033364,964.8288465,169.059509,0.528738239,49.88096594,Good
Car,Hybrid,1.873390613,1,22.83979501,72.28235932,1042.693446,499.8304473,1.908930162,118.0067868,Unhealthy for Sensitive Groups
Bus,Diesel,0.857178309,12,12.93705486,48.34503612,1024.888982,118.9734745,1.030161512,101.381434,Unhealthy for Sensitive Groups
Bus,Petrol,1.511805276,21,3.594656244,95.80952836,1003.178464,421.4666215,1.662917985,113.3525024,Unhealthy for Sensitive Groups
Motorcycle,Hybrid,5.480096938,7,24.67723958,56.38790115,1047.940024,66.09245444,1.609797321,112.3475169,Unhealthy for Sensitive Groups
Truck,Diesel,5.344228403,22,23.41064036,47.85466887,969.4718765,431.0768642,0.719403773,70.11040191,Moderate
Car,Electric,3.906548131,26,32.82475541,85.6773623,1014.157192,264.6468269,0.456199156,43.03765623,Good
Bus,Hybrid,3.922687674,29,33.94346176,18.46233287,1010.938103,422.6855636,1.435490936,109.0498285,Unhealthy for Sensitive Groups
Truck,Petrol,4.258190708,16,18.09097265,15.78783453,984.0454245,386.2352004,1.05247595,101.8035991,Unhealthy for Sensitive Groups
Car,Diesel,1.711930649,3,6.278628303,78.25424714,998.5380292,307.6854427,1.031948801,101.4152476,Unhealthy for Sensitive Groups
Motorcycle,Petrol,5.554942119,18,16.47902252,87.05708304,973.5386169,217.2049872,1.137792236,103.417691,Unhealthy for Sensitive Groups
Bus,Hybrid,2.977606729,21,7.962756335,7.277478166,1017.711476,349.4805205,0.148739712,14.0320483,Good
Motorcycle,Hybrid,2.792320347,24,3.867804201,76.40861016,991.824071,424.6466311,0.109628514,10.34231264,Good
Motorcycle,Diesel,3.498372067,8,17.57876889,42.44617204,952.3550097,276.4877328,0.696822422,67.70499713,Moderate
Truck,Hybrid,1.044223027,22,22.89670871,70.37268231,1045.078522,236.6905662,0.715002314,69.64155084,Moderate
Truck,Electric,1.664673518,14,19.52856435,13.49693361,1000.141916,114.3023204,1.465589814,109.6192668,Unhealthy for Sensitive Groups
Car,Diesel,4.637774805,27,37.72097607,97.30127527,1020.563388,453.3115194,0.718765515,70.04241355,Moderate
Truck,Petrol,1.230553073,8,4.931805928,88.12802941,969.692999,170.2865361,0.78315063,76.90082798,Moderate
Car,Diesel,3.936390969,23,8.617084253,40.59725283,962.7229718,105.5844308,1.144137218,103.5377312,Unhealthy for Sensitive Groups
Truck,Petrol,2.07581537,20,23.38214116,89.33588261,1040.242193,79.79964193,1.224057031,105.0497276,Unhealthy for Sensitive Groups
Motorcycle,Hybrid,2.824337193,8,20.01793138,89.49257271,1009.093252,387.8512338,0.733255212,71.58588128,Moderate
Truck,Petrol,2.301207431,13,-9.906830733,46.12530249,999.3350872,353.7482213,1.160400091,103.8454071,Unhealthy for Sensitive Groups
Truck,Diesel,2.649498126,22,5.614273426,94.68855019,1002.115004,104.2062775,1.2738557,105.9918646,Unhealthy for Sensitive Groups
Truck,Electric,4.539038707,20,2.688092623,97.68571256,973.6202597,288.5640312,0.596365065,57.00410475,Moderate
Motorcycle,Electric,2.345032921,15,31.99574433,21.7212739,1041.268637,118.7130007,0.54791664,51.84329426,Moderate
Bus,Electric,3.74530413,23,33.31243654,6.666667965,971.4240185,222.6074571,1.791824929,115.7912824,Unhealthy for Sensitive Groups
Car,Diesel,3.275462091,22,4.194657052,33.1149784,965.8006278,402.29077,1.330155018,107.0569868,Unhealthy for Sensitive Groups
Motorcycle,Diesel,4.25109006,24,-4.896442319,48.88352611,1043.004589,152.5261523,0.69103904,67.08894122,Moderate
Truck,Hybrid,5.671514644,25,0.260097353,9.267639872,975.7573856,62.47171448,1.146460134,103.5816782,Unhealthy for Sensitive Groups
Motorcycle,Electric,4.609374905,16,-1.171580054,14.06595575,1036.248472,137.0016796,1.444072969,109.2121913,Unhealthy for Sensitive Groups
Bus,Hybrid,1.917689969,12,1.871767964,97.1699122,1027.251281,230.2227097,0.142995577,13.49014877,Good
Bus,Electric,0.962152302,8,1.732245115,73.73005963,988.1943618,158.7570438,1.847681667,116.8480315,Unhealthy for Sensitive Groups
Car,Petrol,2.16377303,14,13.99193245,87.49380693,975.4002006,375.0001804,1.462738555,109.565324,Unhealthy for Sensitive Groups
Bus,Petrol,3.89440524,6,5.982069037,97.11545788,1025.898857,405.1307138,0.845282864,83.5192616,Moderate
Car,Hybrid,1.06741423,0,17.99108754,37.81443593,1009.759869,158.2264247,1.871299215,117.29485,Unhealthy for Sensitive Groups
Bus,Diesel,3.381104485,0,7.206731217,68.78639416,975.404035,170.8801467,0.206110756,19.44441094,Good
Bus,Hybrid,3.903582814,4,30.7338465,18.40219944,1039.087947,302.0326653,1.532945053,110.8935551,Unhealthy for Sensitive Groups
Car,Electric,2.538068232,23,37.53962389,55.16672008,1022.098242,388.6319599,1.099946698,102.7016943,Unhealthy for Sensitive Groups
Motorcycle,Petrol,4.808743459,8,10.19592267,20.9878478,1040.927813,481.7160381,1.363100013,107.6802705,Unhealthy for Sensitive Groups
Bus,Electric,1.354310916,11,-7.526573261,16.04309629,993.7470387,185.2481681,0.9956423,99.53581022,Moderate
Motorcycle,Diesel,1.190716465,5,1.978912368,9.844363172,962.8199514,459.9819986,0.379738456,35.82438264,Good
Motorcycle,Diesel,4.586581532,27,-4.90709179,57.97365626,1042.407536,131.7919557,0.595506282,56.91262569,Moderate
Car,Diesel,3.376554844,12,7.238195491,94.98511993,1010.142603,68.47698464,0.979782876,97.84643679,Moderate
Car,Hybrid,4.379692461,25,22.25571171,12.22217949,1010.60595,406.6220751,1.845796501,116.8123662,Unhealthy for Sensitive Groups
Motorcycle,Electric,3.061102161,27,15.94539545,50.23144554,1008.426544,265.3763731,0.229812742,21.68044736,Good
Bus,Petrol,2.081290573,7,2.143783901,68.70681173,997.2393023,84.58517433,0.298946723,28.20252104,Good
Bus,Diesel,5.059332052,14,28.36295263,49.58616807,975.504308,81.9977304,0.390146649,36.80628764,Good
Car,Electric,4.956962571,5,-3.425963531,91.17759244,1011.302188,56.12833284,1.30102948,106.5059631,Unhealthy for Sensitive Groups
Motorcycle,Diesel,4.412421648,26,1.409798756,16.62956507,1021.860274,187.8462878,0.795979634,78.2673958,Moderate
Motorcycle,Electric,2.215154714,5,23.80235753,2.416326101,1041.654319,380.9135017,0.383563484,36.18523434,Good
Truck,Diesel,3.869199468,3,-0.138280666,38.31181219,957.2147708,349.3912507,0.331733445,31.29560802,Good
Bus,Petrol,2.677064264,10,23.93813579,55.54888088,975.4709533,499.8505051,1.380905101,108.0171235,Unhealthy for Sensitive Groups
Car,Electric,1.276226781,20,38.84706751,25.45070914,1027.668579,317.2691889,0.97892239,97.75477633,Moderate
Car,Electric,5.570030592,29,31.56766436,16.84335477,1027.515069,99.71251354,1.758239393,115.1558804,Unhealthy for Sensitive Groups
Motorcycle,Hybrid,1.511456881,17,-1.999472982,80.48378305,971.2034506,490.3252003,0.867648758,85.90171553,Moderate
Motorcycle,Petrol,5.74123424,2,16.02492108,18.85751921,968.4717679,361.8371842,1.345909297,107.3550408,Unhealthy for Sensitive Groups
Bus,Hybrid,3.119230019,2,11.11607817,44.2682208,986.7140209,218.316107,1.612104551,112.3911672,Unhealthy for Sensitive Groups
Bus,Hybrid,1.76269123,29,39.58347066,95.44811105,956.2915365,161.1476663,1.911989686,118.0646697,Unhealthy for Sensitive Groups
Truck,Hybrid,3.617884926,11,38.22003509,61.27048337,1023.036079,149.9750124,1.751665613,115.0315116,Unhealthy for Sensitive Groups
Bus,Hybrid,5.339318347,26,-3.644397361,49.77234528,1016.980873,480.3049337,1.57308252,111.6529125,Unhealthy for Sensitive Groups
Motorcycle,Hybrid,4.607569409,20,35.4365436,36.02502327,1035.872549,238.7394241,0.884487313,87.69538769,Moderate
Truck,Diesel,4.994117969,29,-0.329083098,52.0385453,993.0049147,269.0630084,1.967328489,119.1116201,Unhealthy for Sensitive Groups
Truck,Electric,4.225673507,20,5.972575086,73.43070606,1013.673601,426.5609835,0.602966313,57.70728117,Moderate
Truck,Electric,4.399838135,5,7.670398987,82.25272385,1045.394949,483.7388642,1.35646179,107.5546825,Unhealthy for Sensitive Groups
Bus,Petrol,5.215817388,20,4.341102256,64.98477368,1045.880231,51.97700825,0.348172508,32.84646302,Good
Bus,Hybrid,2.098273646,27,32.66218966,79.03170547,957.1077614,495.6094666,1.251262741,105.5644302,Unhealthy for Sensitive Groups
Truck,Diesel,3.345009811,5,6.496620294,8.841778462,950.1884345,83.957687,1.410788483,108.5824848,Unhealthy for Sensitive Groups
Car,Diesel,1.950289097,7,30.83692095,1.437445014,1045.99844,426.5757409,0.271557025,25.61858726,Good
Motorcycle,Electric,5.935873642,14,39.71884083,73.44110309,1003.53166,477.6433608,0.660402108,63.82544194,Moderate
Car,Diesel,5.709108566,17,32.03807689,26.17040702,1020.040054,302.5011241,1.31889683,106.8439941,Unhealthy for Sensitive Groups
Motorcycle,Electric,1.005019419,19,7.307146322,87.76782504,1041.259716,298.2710742,1.24405669,105.4280995,Unhealthy for Sensitive Groups
Bus,Hybrid,4.468990897,28,25.56261967,53.58506777,993.3154599,351.0562532,1.369602078,107.8032826,Unhealthy for Sensitive Groups
Bus,Petrol,5.611291251,15,16.69617235,47.8520948,994.0653282,208.7741675,0.33644374,31.73997547,Good
Motorcycle,Petrol,1.738991795,5,29.32588919,77.28187725,966.6981571,124.6115311,1.079087892,102.3070682,Unhealthy for Sensitive Groups
Truck,Electric,3.753315199,27,-2.345130268,74.10960036,1040.582828,79.88678122,1.862453848,117.1275052,Unhealthy for Sensitive Groups
Motorcycle,Hybrid,5.560539147,20,21.90672963,70.42765324,1014.767331,446.4955334,1.912164771,118.0679822,Unhealthy for Sensitive Groups
Truck,Diesel,0.976519089,16,28.68333867,68.9900956,968.0269247,296.297395,0.340785669,32.14959142,Good
Bus,Petrol,4.42658539,8,28.06156677,51.53959972,1005.979201,362.3317769,1.799354962,115.9337425,Unhealthy for Sensitive Groups
Car,Diesel,2.346214838,18,38.17965028,92.6475536,982.8163938,199.4234826,1.195306748,104.5058033,Unhealthy for Sensitive Groups
Truck,Electric,5.606860216,17,-7.079430961,89.06414097,964.718197,413.1538438,1.530543812,110.8481262,Unhealthy for Sensitive Groups
Truck,Electric,5.849502875,24,7.288968455,32.94049415,968.1869447,207.4645644,0.386228473,36.4366484,Good
Bus,Petrol,5.710185743,22,13.82767909,80.46945393,1005.925716,63.39251645,1.501945568,110.3070783,Unhealthy for Sensitive Groups
Truck,Diesel,3.265913927,4,5.48817642,89.11085139,1006.438523,201.6069927,0.235047331,22.17427651,Good
Motorcycle,Diesel,5.282621785,27,5.489475684,61.82549711,1028.994078,432.6466555,1.302731588,106.5381652,Unhealthy for Sensitive Groups
Truck,Hybrid,5.191656872,5,-1.193569666,55.55791927,974.7984284,444.1498126,1.369330928,107.7981527,Unhealthy for Sensitive Groups
Motorcycle,Petrol,2.459322461,11,30.64757015,67.18867476,1041.583338,470.6233872,1.362990565,107.6781999,Unhealthy for Sensitive Groups
Car,Electric,5.110360466,10,35.40345222,16.30606575,1001.861293,274.7653089,0.21144916,19.94803396,Good
Car,Petrol,0.992439701,15,-5.883632021,8.734367621,970.4172689,480.4669621,0.829963304,81.88739543,Moderate
Bus,Electric,3.900603368,19,-2.255054412,82.0150275,991.3280576,274.6303298,1.514351564,110.5417863,Unhealthy for Sensitive Groups
Bus,Electric,1.996045954,16,1.422649994,57.33262271,1042.335927,119.2619551,1.613953838,112.4261537,Unhealthy for Sensitive Groups
Car,Electric,1.426947806,19,15.44937419,12.25014903,997.8156543,275.916635,0.889465335,88.22565525,Moderate
Motorcycle,Diesel,1.200156648,8,29.55860167,41.63180271,1037.471511,440.8763997,0.407832832,38.47479547,Good
Car,Hybrid,4.420701635,0,-6.427223762,29.82343715,965.9832735,403.5604307,1.048948465,101.7368629,Unhealthy for Sensitive Groups
Bus,Electric,2.567349812,25,21.84064928,87.54779542,1041.39584,245.3239281,1.335501488,107.1581363,Unhealthy for Sensitive Groups
Truck,Diesel,4.568787212,2,-2.533227186,50.72201811,993.0618805,145.6445088,1.848762532,116.8684803,Unhealthy for Sensitive Groups
Bus,Hybrid,1.139852972,20,38.57285339,57.75125461,1043.612694,311.5038233,1.394554536,108.2753561,Unhealthy for Sensitive Groups
Car,Petrol,2.439509757,22,34.93867154,23.52904049,1036.607852,469.0514159,1.663055438,113.3551029,Unhealthy for Sensitive Groups
Truck,Hybrid,3.60535472,8,37.47914245,79.90635476,1015.996631,129.8714974,0.603019497,57.71294642,Moderate
Bus,Hybrid,4.911760457,21,-4.691806121,93.01012876,1017.284642,422.1680947,1.683154356,113.7353527,Unhealthy for Sensitive Groups
Motorcycle,Electric,2.457513015,18,14.40181914,79.24943487,971.1507988,116.2960749,1.2627454,105.7816697,Unhealthy for Sensitive Groups
Motorcycle,Electric,4.054635157,12,-1.73767165,49.28591432,1010.282978,463.8203945,1.14308007,103.5177311,Unhealthy for Sensitive Groups
Car,Electric,5.407084291,22,20.01777754,83.50889318,1004.949557,361.9652862,0.607040791,58.14130165,Moderate
Car,Petrol,4.002488579,13,1.636955633,18.79588712,983.4147036,99.13162118,0.48740164,45.98128679,Good
Truck,Diesel,2.011389269,19,28.53154917,11.341366,1000.562152,141.0911657,1.133366054,103.3339524,Unhealthy for Sensitive Groups
Bus,Hybrid,0.926884064,18,22.20013003,43.82191203,1042.914355,467.1147737,1.793734047,115.8274009,Unhealthy for Sensitive Groups
Truck,Hybrid,5.324514144,29,18.58022971,18.15344671,950.5305664,278.404898,0.547218028,51.7688769,Moderate
Motorcycle,Diesel,0.910600936,22,31.2613579,25.91605561,991.7124093,254.0708608,0.629516447,60.53544762,Moderate
Car,Petrol,5.348448698,26,15.01365154,58.51167587,983.3638721,76.22237377,1.901049767,117.8576983,Unhealthy for Sensitive Groups
Truck,Petrol,3.550473097,26,3.492587017,40.39031138,1046.123107,87.81790614,0.150553644,14.20317396,Good
Bus,Electric,5.683152032,6,21.03527484,86.58782796,1047.389423,361.2418659,1.022239324,101.2315548,Unhealthy for Sensitive Groups
Car,Diesel,4.953672826,3,37.85313161,22.56123455,1008.566054,399.6202437,1.104657529,102.7908181,Unhealthy for Sensitive Groups
Bus,Diesel,5.989257375,11,20.05796817,99.6790699,1005.000697,440.1529295,1.383877094,108.0733504,Unhealthy for Sensitive Groups
Motorcycle,Electric,2.62370144,22,21.48097245,35.93934159,1040.32125,276.264448,0.468573037,44.20500349,Good
Truck,Hybrid,4.789379102,26,36.73753406,51.54028507,950.6542474,197.8581201,1.185684271,104.3237565,Unhealthy for Sensitive Groups
Car,Petrol,2.890040751,13,15.76375502,13.23321098,1006.22806,331.485183,0.307984084,29.05510226,Good
Bus,Hybrid,3.295353226,1,39.81787309,57.92990127,952.4632408,328.4960512,0.607315673,58.17058256,Moderate
Truck,Hybrid,4.063028409,0,-2.016897823,96.12848944,1046.816227,65.59987924,0.128705138,12.14199415,Good
Motorcycle,Petrol,5.343120994,27,16.85199215,74.93977779,982.0159557,472.4612605,0.961479952,95.8967775,Moderate
Bus,Diesel,5.91723404,17,0.645042051,24.40545601,1002.08013,339.1521229,0.432709656,40.82166566,Good
Car,Diesel,4.795021752,19,12.66631842,44.26117108,991.7568505,52.91085678,0.283831915,26.77659575,Good
Motorcycle,Hybrid,2.972387267,7,-1.471304525,42.5433314,1039.362412,481.8353916,0.754187305,73.81560423,Moderate
Truck,Hybrid,2.991056412,2,1.126438576,9.794776759,1049.981794,478.6929289,0.250513606,23.63335906,Good
Bus,Diesel,4.635427968,25,0.540002482,88.58501807,956.8387978,475.6638882,1.362385186,107.6667468,Unhealthy for Sensitive Groups
Truck,Hybrid,2.041641158,5,6.001566951,38.145605,1023.203114,450.0044531,0.481649267,45.43861009,Good
Bus,Electric,1.374465388,21,-3.269748274,49.42596111,986.7998624,133.0862103,1.449518305,109.3152112,Unhealthy for Sensitive Groups
Car,Electric,2.64403522,12,30.46710875,29.12477749,963.907292,489.7278013,1.695727826,113.9732291,Unhealthy for Sensitive Groups
Car,Electric,2.293642757,8,1.033779865,15.23956268,990.543753,392.8696026,1.508467376,110.4304639,Unhealthy for Sensitive Groups
Truck,Diesel,2.340802226,8,10.82844976,90.21106198,1049.814663,338.3406606,1.549417045,111.2051873,Unhealthy for Sensitive Groups
Truck,Diesel,2.014760305,19,-9.197143088,3.739747766,985.7567299,474.2017752,1.323154373,106.9245422,Unhealthy for Sensitive Groups
Bus,Petrol,1.018884586,8,-4.755922836,39.98795013,977.7399488,221.4892728,0.814970771,80.29036474,Moderate
Bus,Diesel,0.892944461,14,34.81359502,73.06954269,1034.617137,469.1160465,0.762234865,74.67284432,Moderate
Car,Electric,5.936156427,12,31.85801019,30.88579182,1036.7938,322.5580262,1.180989877,104.2349436,Unhealthy for Sensitive Groups
Bus,Petrol,3.024420295,21,32.04612262,44.6028607,983.8869155,310.6838148,0.571292239,54.33330372,Moderate
Bus,Electric,2.798498565,15,10.56767086,56.4477251,979.8673141,340.6781377,0.754830186,73.88408503,Moderate
Bus,Petrol,4.33416587,1,-2.923460057,99.50816122,1014.728148,389.3721541,0.395069699,37.27072632,Good
Car,Diesel,1.934920217,25,-4.605273925,75.83013378,970.5178484,250.2140456,1.582260869,111.826557,Unhealthy for Sensitive Groups
Truck,Diesel,5.739798157,13,20.28013624,96.71153738,998.3685403,491.2719368,1.497686283,110.2264972,Unhealthy for Sensitive Groups
Motorcycle,Hybrid,4.888994075,26,31.40966275,69.3145474,964.1343692,89.83345705,1.056186558,101.8737997,Unhealthy for Sensitive Groups
Truck,Electric,1.264937212,5,35.00572411,26.90528881,980.4754778,461.2208141,0.80218873,78.9287995,Moderate
Car,Petrol,2.971420034,1,4.436582528,28.7488809,979.7481498,345.8403972,1.423680844,108.8263943,Unhealthy for Sensitive Groups
Truck,Diesel,5.371415199,7,6.051328492,82.24643034,1019.489997,459.4624233,0.260885863,24.61187387,Good
Truck,Electric,5.712606516,3,-4.956167157,42.77134912,978.2273035,215.9420102,0.190723425,17.99277594,Good
Car,Hybrid,3.230487858,20,28.72048946,37.02241934,1039.84957,423.0494301,1.429557703,108.9375782,Unhealthy for Sensitive Groups
Truck,Petrol,3.989739224,23,3.784513556,94.50940264,1048.304609,327.1946483,1.145119471,103.5563143,Unhealthy for Sensitive Groups
Motorcycle,Diesel,1.66857652,13,14.04647348,1.323316647,958.1061701,423.9989817,1.493151223,110.1406988,Unhealthy for Sensitive Groups
Car,Hybrid,5.954076856,10,36.44486523,52.49668852,989.7647632,196.2600695,0.631193128,60.71405059,Moderate
Motorcycle,Hybrid,2.004692847,23,27.61078652,77.50766573,980.1841063,462.7855231,0.305762576,28.84552604,Good
Motorcycle,Hybrid,5.702205226,27,-7.363105186,73.61690162,985.1990129,465.9083921,0.916927603,91.1509838,Moderate
Bus,Petrol,4.178162575,13,-9.592270277,36.75743871,976.5354886,263.6704812,0.910715084,90.48921547,Moderate
Motorcycle,Diesel,3.960231333,11,29.37039629,53.56483118,988.2664861,230.1416938,1.542197622,111.0686037,Unhealthy for Sensitive Groups
Bus,Petrol,3.465980257,15,17.62501185,0.557729469,964.1414593,308.8373405,0.332057614,31.32619,Good
Motorcycle,Diesel,1.999483021,5,26.01672047,53.48302697,977.9818276,140.0829802,1.897543451,117.7913626,Unhealthy for Sensitive Groups
Bus,Hybrid,1.717945766,19,-2.159233909,59.04012264,1024.781788,273.2943189,0.206392905,19.47102877,Good
Truck,Hybrid,1.946528287,0,33.6023925,87.47913376,984.4046526,453.5693577,0.694579055,67.46602977,Moderate
Truck,Electric,1.769478963,11,28.66624895,21.07372698,970.7834897,214.3291995,1.435708597,109.0539464,Unhealthy for Sensitive Groups
Truck,Petrol,4.853839263,6,34.5419457,82.51457124,960.8444039,381.2219583,1.463178907,109.573655,Unhealthy for Sensitive Groups
Car,Electric,2.620651348,7,7.054804133,71.80665108,984.8004147,330.405231,1.177408504,104.1671879,Unhealthy for Sensitive Groups
Car,Hybrid,1.100781918,8,3.785259764,66.60308649,1014.340909,167.6255568,0.234798195,22.15077311,Good
Bus,Electric,5.839333677,1,-2.413428004,39.43878243,975.3304871,289.2944215,1.727084884,114.5664708,Unhealthy for Sensitive Groups
Truck,Electric,5.395686602,16,36.5044254,36.74343814,992.2445691,433.6660227,1.305984574,106.5997082,Unhealthy for Sensitive Groups
Truck,Electric,5.624311873,19,-1.158539822,70.32612224,1045.239858,299.7134985,1.541767673,111.0604695,Unhealthy for Sensitive Groups
Truck,Diesel,5.973520678,12,-4.034138314,99.02232143,1005.236285,363.5799839,0.833837333,82.30006373,Moderate
Bus,Diesel,1.704255296,4,-0.366089551,40.53537592,1003.193862,398.9251455,0.56240702,53.38683474,Moderate
Motorcycle,Diesel,2.860458498,9,28.56908634,91.85997776,990.9943313,72.22983347,1.468179297,109.668257,Unhealthy for Sensitive Groups
Car,Diesel,4.742840074,11,34.47646175,58.65450824,1005.683998,73.06448106,1.649481273,113.0982944,Unhealthy for Sensitive Groups
Truck,Petrol,4.419307214,16,30.54567282,86.81656536,1048.456727,101.7319921,1.643788814,112.9905992,Unhealthy for Sensitive Groups
Car,Petrol,1.600258713,20,18.16192764,21.7190447,975.3806905,123.3501508,1.462635154,109.5633678,Unhealthy for Sensitive Groups
Truck,Petrol,5.04233225,5,39.69421254,76.22320747,1044.192789,415.1491911,0.364002864,34.33989283,Good
Bus,Hybrid,1.967090974,2,-6.557296775,83.49435107,964.9070984,246.0137196,0.521400143,49.18869274,Good
Truck,Hybrid,1.963851597,27,33.35958389,83.21691399,961.1105364,133.3682365,1.050832071,101.7724986,Unhealthy for Sensitive Groups
Motorcycle,Diesel,3.592266999,14,11.38569309,78.47113787,1015.46695,289.3109927,1.06396518,102.0209629,Unhealthy for Sensitive Groups
Bus,Diesel,3.883287661,6,12.75611744,30.41956297,975.1179025,393.5031042,1.028219117,101.344686,Unhealthy for Sensitive Groups
Truck,Electric,3.816448281,29,-3.620255317,52.19502198,994.4392306,113.0286555,1.669473359,113.476523,Unhealthy for Sensitive Groups
Bus,Petrol,1.275731554,5,-8.328351282,29.97047802,1022.965477,204.9811517,0.338224217,31.907945,Good
Bus,Electric,5.362796486,3,5.831416303,34.29659067,1003.48415,137.4664318,1.605302324,112.2624764,Unhealthy for Sensitive Groups
Car,Electric,2.181120221,18,-1.257323344,30.12188836,951.3749349,340.8687097,0.142432608,13.43703849,Good
Car,Hybrid,1.473477591,4,14.1669378,28.4227048,980.5843233,111.5757195,0.713840394,69.5177811,Moderate
Car,Hybrid,5.421490015,2,-2.633473697,69.34216725,956.468667,401.4930501,0.473350019,44.65566217,Good
Bus,Hybrid,5.769387791,25,-3.103613175,65.02636993,1042.611455,143.520352,1.100625486,102.7145362,Unhealthy for Sensitive Groups
Car,Diesel,5.28306361,24,33.84894921,20.42642346,1029.464859,76.37089815,1.095397923,102.6156364,Unhealthy for Sensitive Groups
Bus,Diesel,5.009483589,8,36.06473507,69.15187201,1048.384168,459.890879,1.062433866,101.9919921,Unhealthy for Sensitive Groups
Truck,Electric,4.207258299,5,38.21081043,29.10685959,1038.510951,199.9455427,0.648754051,62.58467065,Moderate
Bus,Diesel,3.664458327,12,24.02512214,20.17183345,997.5332021,276.2354325,1.091424445,102.5404625,Unhealthy for Sensitive Groups
Car,Petrol,1.252331152,26,28.55082524,74.72518804,1038.259752,95.44647507,1.440979248,109.1536614,Unhealthy for Sensitive Groups
Car,Diesel,2.923956708,21,31.78923776,36.28680928,1017.243861,265.7577484,0.848165337,83.82630764,Moderate
Bus,Petrol,2.737980288,27,22.94610296,56.93505243,1002.459966,150.1532608,1.864419183,117.1646872,Unhealthy for Sensitive Groups
Car,Petrol,2.150719676,29,6.512155235,20.01239605,987.0646046,428.1703251,0.230091514,21.7067466,Good
Car,Hybrid,4.561784591,19,-2.180650078,61.36938373,1018.096618,371.1894996,1.975491822,119.2660615,Unhealthy for Sensitive Groups
Motorcycle,Electric,3.378553822,3,1.863665358,20.79934346,1009.013342,348.4876948,1.54663438,111.1525423,Unhealthy for Sensitive Groups
Bus,Petrol,1.221440323,1,32.02070257,16.68769234,1011.418498,401.5676124,1.227038897,105.1061413,Unhealthy for Sensitive Groups
Motorcycle,Hybrid,1.94495265,25,24.80486191,38.65285718,989.9831331,182.1731847,0.486353669,45.8824216,Good
Car,Diesel,4.352945571,3,12.78978818,79.00618394,1023.931511,254.1419568,1.291885343,106.3329659,Unhealthy for Sensitive Groups
Car,Electric,1.195880469,7,-8.529746141,17.65343483,958.1342768,88.9567896,1.623958002,112.6154217,Unhealthy for Sensitive Groups
Bus,Electric,5.226275953,12,3.310218522,11.70265675,1022.615896,80.50299874,0.581926692,55.46610415,Moderate
Car,Hybrid,3.37476194,9,26.44487466,3.164769246,1023.076131,198.0911884,0.17580198,16.58509245,Good
Bus,Hybrid,3.299050202,17,15.61936175,41.59657565,1001.59434,420.2353483,0.941230772,93.73979963,Moderate
Car,Hybrid,3.88052048,8,11.77662472,28.20250649,976.328315,318.9492719,0.678426457,65.74542694,Moderate
Car,Hybrid,5.088341023,29,5.683970039,29.21084506,1001.927651,241.0295914,0.643681977,62.04438451,Moderate
Truck,Electric,2.608607881,0,20.34659153,98.19419428,962.3086185,485.1456072,1.477132567,109.8376432,Unhealthy for Sensitive Groups
Car,Hybrid,4.325683993,12,38.31926927,19.41234029,978.5143775,248.9762714,0.381261727,35.96808745,Good
Car,Electric,3.741806213,17,35.05618216,45.84270505,992.1299879,260.995673,1.336771663,107.1821666,Unhealthy for Sensitive Groups
Motorcycle,Electric,2.188547005,14,-8.475103096,98.63681712,1017.323378,496.6383548,0.216413309,20.41634991,Good
Bus,Electric,5.368875929,1,14.04769113,3.061805262,968.7216768,109.1132213,1.84778666,116.8500179,Unhealthy for Sensitive Groups
