Vehicle Type,Fuel Type,Engine Size,Age of Vehicle,Temperature,Humidity,Air Pressure,CO2 Emissions,NOx Emissions,PM2.5 Emissions,VOC Emissions,SO2 Emissions,Emission Level,NOx_AQI,SO2_AQI,PM2.5_AQI,AQI_Category,AQI_Category_pm,AQI_Category_SO2
Bus,Diesel,4.301848653,20,3.555963551,44.32156218,975.338875,315.5226706,0.788886062,0.104073486,0.093958461,0.027590729,High,986.1075775,34.48841125,173.45581,Hazardous,Unhealthy,Good
Truck,Diesel,5.84354264,20,14.93110438,39.70243439,995.9346637,491.9143688,0.252112793,0.154357374,0.056258719,0.080230006,High,315.1409913,100.2875075,257.26229,Hazardous,Very Unhealthy,Unhealthy for Sensitive Groups
Car,Petrol,1.288283722,8,11.93612586,77.03039569,984.4539107,271.4014901,0.291704713,0.047827935,0.096012127,0.031834694,Medium,364.6308913,39.7933675,79.713225,Hazardous,Moderate,Good
Car,Petrol,4.297531015,7,13.68567076,19.08253564,986.9041301,55.61104289,0.393434617,0.182976588,0.023981614,0.050995475,Low,491.7932713,63.74434375,304.96098,Hazardous,Hazardous,Moderate
Truck,Diesel,3.10750114,12,20.80197521,43.4075498,1007.936105,123.5041445,0.156640232,0.174531906,0.039698164,0.034965429,Low,195.80029,43.70678625,290.88651,Unhealthy,Very Unhealthy,Good
Car,Hybrid,5.314339723,16,1.548071562,69.79445367,1018.961099,483.8712572,1.548529054,0.122777773,0.067501153,0.050612128,High,1935.661318,63.26516,204.6296217,Hazardous,Very Unhealthy,Moderate
Truck,Petrol,1.721178905,18,-3.264793445,60.31918663,951.2658497,261.2842222,1.821696271,0.157770254,0.034787268,0.037176385,Medium,2277.120339,46.47048125,262.9504233,Hazardous,Very Unhealthy,Good
Car,Hybrid,4.401654952,27,33.94391393,54.51218315,1037.664124,104.2346543,1.092071165,0.038262226,0.092965915,0.06932222,Low,1365.088956,86.652775,63.77037667,Hazardous,Moderate,Moderate
Motorcycle,Petrol,5.158199506,6,21.69706698,43.49551324,986.4335409,120.1190736,1.651217943,0.057148845,0.04949099,0.082189923,Low,2064.022429,102.7374038,95.248075,Hazardous,Moderate,Unhealthy for Sensitive Groups
Motorcycle,Petrol,5.711993941,16,-6.966835303,75.20088002,1014.361032,63.02730487,0.357551086,0.157119661,0.065241878,0.011675019,Low,446.9388575,14.59377375,261.8661017,Hazardous,Very Unhealthy,Good
Car,Electric,4.352889747,0,38.0525825,64.64251279,962.239243,151.852789,0.95362338,0.094431629,0.041589006,0.046231863,Medium,1192.029225,57.78982875,157.3860483,Hazardous,Unhealthy,Moderate
Motorcycle,Electric,3.385308773,4,24.65342511,87.47110253,1007.145608,493.990354,0.371688031,0.04439322,0.028796402,0.023090491,High,464.6100388,28.86311375,73.9887,Hazardous,Moderate,Good
Bus,Petrol,4.012805649,24,-2.414767896,73.29988864,1017.845953,197.96685,1.991046022,0.065120139,0.08183613,0.011743064,Medium,2488.807528,14.67883,108.533565,Hazardous,Unhealthy for Sensitive Groups,Good
Motorcycle,Electric,5.318305919,5,38.45672158,14.04075644,965.7438046,162.6134298,0.210451338,0.128220009,0.081363562,0.098484703,Medium,263.0641725,123.1058788,213.700015,Very Unhealthy,Very Unhealthy,Unhealthy for Sensitive Groups
Bus,Electric,3.767170683,25,8.270367162,61.95380418,1041.21548,350.4295043,0.943589232,0.017806676,0.083386811,0.070636661,High,1179.48654,88.29582625,29.67779333,Hazardous,Good,Moderate
Truck,Electric,0.95801271,1,39.22550399,4.453843323,1025.746641,353.3890094,0.313274353,0.038171167,0.039709556,0.050707039,High,391.5929413,63.38379875,63.61861167,Hazardous,Moderate,Moderate
Truck,Hybrid,5.640933217,26,-4.83621853,38.73708623,1003.391956,485.5251007,0.230459084,0.048483582,0.08688215,0.048790259,High,288.073855,60.98782375,80.80597,Very Unhealthy,Moderate,Moderate
Bus,Petrol,4.385539105,24,-2.001539148,41.19377067,966.6066036,378.3189775,1.496462621,0.178619933,0.038712906,0.08567892,High,1870.578276,107.09865,297.6998883,Hazardous,Very Unhealthy,Unhealthy for Sensitive Groups
Truck,Diesel,4.317869606,15,22.87097754,85.48829034,1036.555137,99.48503719,0.252242496,0.178661436,0.042502696,0.061366926,Low,315.30312,76.7086575,297.76906,Hazardous,Very Unhealthy,Moderate
Bus,Diesel,1.921510792,21,-8.892826742,18.03717068,956.8625969,493.5191137,0.145513578,0.050366081,0.036949247,0.07741101,High,181.8919725,96.7637625,83.94346833,Unhealthy,Moderate,Moderate
Truck,Hybrid,4.226204445,4,-9.065517939,64.35415049,961.5171558,387.6067672,1.904329293,0.123655554,0.048761022,0.09283791,High,2380.411616,116.0473875,206.09259,Hazardous,Very Unhealthy,Unhealthy for Sensitive Groups
Bus,Diesel,2.848094909,4,29.59914161,19.23870226,1019.817424,166.6474181,0.451054441,0.078434203,0.012389727,0.0895209,Medium,563.8180513,111.901125,130.7236717,Hazardous,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups
Car,Petrol,4.186411481,11,-1.610983413,94.86701512,975.3860852,167.5381853,1.704431922,0.019565553,0.032556894,0.018548285,Medium,2130.539903,23.18535625,32.609255,Hazardous,Good,Good
Bus,Diesel,1.354283758,2,35.93949963,52.94969326,995.9317899,481.9987554,1.910663338,0.039153979,0.032973429,0.053738012,High,2388.329173,67.172515,65.25663167,Hazardous,Moderate,Moderate
Motorcycle,Hybrid,4.220795584,29,11.29480811,70.82137648,1003.891012,136.6864328,1.528747373,0.0110048,0.086678634,0.067014135,Low,1910.934216,83.76766875,18.34133333,Hazardous,Good,Moderate
Bus,Diesel,5.996951374,15,33.68261771,64.65453905,995.8234159,152.4144012,0.297239828,0.197003548,0.0724736,0.051690533,Medium,371.549785,64.61316625,328.3392467,Hazardous,Hazardous,Moderate
Car,Diesel,1.050702602,5,10.8881792,30.3638524,958.3893657,211.5190779,0.423900798,0.133448517,0.033649985,0.03611642,Medium,529.8759975,45.145525,222.414195,Hazardous,Very Unhealthy,Good
Bus,Electric,5.881305758,14,16.51150025,90.11977604,1023.747444,355.762136,0.440353005,0.035196907,0.042639138,0.092480072,High,550.4412563,115.60009,58.66151167,Hazardous,Moderate,Unhealthy for Sensitive Groups
Car,Electric,2.915921396,14,5.825708084,62.72486687,973.9990208,243.3758165,1.342488864,0.149380456,0.096639327,0.090876567,Medium,1678.11108,113.5957088,248.9674267,Hazardous,Very Unhealthy,Unhealthy for Sensitive Groups
Car,Hybrid,5.327917942,28,22.90382089,51.03180194,1023.853168,190.0688747,0.441173767,0.126342947,0.063702783,0.085766611,Medium,551.4672088,107.2082638,210.5715783,Hazardous,Very Unhealthy,Unhealthy for Sensitive Groups
Truck,Petrol,4.868404517,15,5.910058297,52.83606934,1036.529079,170.4308845,0.156956564,0.049359196,0.072940301,0.094004453,Medium,196.195705,117.5055663,82.26532667,Unhealthy,Moderate,Unhealthy for Sensitive Groups
Truck,Petrol,3.748484557,19,1.158504893,89.06905241,1003.637383,106.2931756,0.971262155,0.103690979,0.09739231,0.076872885,Low,1214.077694,96.09110625,172.8182983,Hazardous,Unhealthy,Moderate
Truck,Petrol,4.639935888,12,-5.947634402,5.911947283,1020.637644,295.815022,1.219246093,0.126019518,0.069361924,0.045082635,Medium,1524.057616,56.35329375,210.03253,Hazardous,Very Unhealthy,Moderate
Car,Electric,5.368280919,11,-7.116532609,38.90620921,953.6937786,173.0354222,0.974773489,0.07876866,0.045996118,0.05479168,Medium,1218.466861,68.4896,131.2811,Hazardous,Unhealthy for Sensitive Groups,Moderate
Motorcycle,Petrol,2.901529673,9,5.29871766,84.16275278,953.6748117,199.1673978,1.029378264,0.192140289,0.044471093,0.084160901,Medium,1286.72283,105.2011263,320.233815,Hazardous,Hazardous,Unhealthy for Sensitive Groups
Truck,Diesel,2.50057244,13,26.82366726,3.751524693,969.7162289,53.50832051,0.967966492,0.027998263,0.020082903,0.091951142,Low,1209.958115,114.9389275,46.66377167,Hazardous,Good,Unhealthy for Sensitive Groups
Bus,Hybrid,4.271485605,1,0.281003317,63.91812193,985.8383291,289.0578857,0.604328078,0.033948787,0.019087302,0.070341148,Medium,755.4100975,87.926435,56.58131167,Hazardous,Moderate,Moderate
Car,Hybrid,5.000798898,28,4.961372507,40.32641831,968.2783845,363.39049,1.916201117,0.172754927,0.044009122,0.062302891,High,2395.251396,77.87861375,287.9248783,Hazardous,Very Unhealthy,Moderate
Bus,Electric,4.763882701,2,35.25857093,20.45834705,1013.496027,467.3902561,1.692362973,0.05755579,0.047732732,0.090349663,High,2115.453716,112.9370788,95.92631667,Hazardous,Moderate,Unhealthy for Sensitive Groups
Bus,Electric,4.948630974,8,21.95787479,61.14048673,977.6887617,138.7071495,0.713419606,0.03474301,0.069124098,0.077501223,Low,891.7745075,96.87652875,57.90501667,Hazardous,Moderate,Moderate
Car,Diesel,3.065033237,10,35.98611947,83.1061003,1034.575103,463.7131146,0.175378185,0.083522951,0.051467774,0.092190954,High,219.2227313,115.2386925,139.2049183,Very Unhealthy,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups
Truck,Electric,5.052737924,10,35.5613017,46.73395543,1006.06038,212.5087547,1.730195223,0.041987266,0.075395329,0.089468255,Medium,2162.744029,111.8353188,69.97877667,Hazardous,Moderate,Unhealthy for Sensitive Groups
Car,Hybrid,1.425087088,24,-6.829465876,14.67373894,987.8079533,411.0767556,1.510233667,0.105829001,0.019026694,0.039592233,High,1887.792084,49.49029125,176.3816683,Hazardous,Unhealthy,Good
Truck,Electric,3.631343309,21,37.75046625,30.61512198,1039.307817,453.5609125,0.254373164,0.149398022,0.03841912,0.021785084,High,317.966455,27.231355,248.9967033,Hazardous,Very Unhealthy,Good
Car,Electric,0.829945035,9,-7.441102047,98.135325,1032.836306,482.6140425,1.426227885,0.153561834,0.091335103,0.073194369,High,1782.784856,91.49296125,255.93639,Hazardous,Very Unhealthy,Moderate
Truck,Hybrid,2.487846315,25,36.28094589,11.10918867,1032.003515,196.4497353,0.959967256,0.067598259,0.013942465,0.094039659,Medium,1199.95907,117.5495738,112.663765,Hazardous,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups
Motorcycle,Electric,2.705599981,13,17.33667183,16.07150202,1022.835125,167.2041501,0.347667516,0.14111806,0.069174291,0.091853755,Medium,434.584395,114.8171938,235.1967667,Hazardous,Very Unhealthy,Unhealthy for Sensitive Groups
Car,Diesel,2.860097996,8,16.65947914,99.01778479,1011.421434,247.8039352,1.47695629,0.19343604,0.059871529,0.092799238,Medium,1846.195363,115.9990475,322.3934,Hazardous,Hazardous,Unhealthy for Sensitive Groups
Motorcycle,Petrol,4.416429475,19,25.66320313,88.21014237,986.6823399,299.5940278,0.775832932,0.011409776,0.015432979,0.088397154,Medium,969.791165,110.4964425,19.01629333,Hazardous,Good,Unhealthy for Sensitive Groups
Motorcycle,Electric,2.820502127,26,33.96056354,70.71287447,992.2600427,360.7919852,1.829833686,0.132811936,0.021848593,0.04945072,High,2287.292108,61.8134,221.3532267,Hazardous,Very Unhealthy,Moderate
Truck,Petrol,3.133206838,20,20.85022778,15.09832535,1014.712399,361.3448837,0.181485337,0.104922333,0.035838705,0.094290137,High,226.8566713,117.8626713,174.870555,Very Unhealthy,Unhealthy,Unhealthy for Sensitive Groups
Truck,Diesel,2.035229481,9,11.26999269,24.05491499,967.2871333,102.4923206,1.880920453,0.084906357,0.019183702,0.067340874,Low,2351.150566,84.1760925,141.510595,Hazardous,Unhealthy for Sensitive Groups,Moderate
Truck,Petrol,2.740909316,21,-4.405532851,18.01822041,1032.781462,325.3179046,0.267159235,0.049748483,0.043288386,0.084729159,High,333.9490438,105.9114488,82.91413833,Hazardous,Moderate,Unhealthy for Sensitive Groups
Bus,Hybrid,1.981802062,28,29.46046529,63.0954855,1043.867022,125.5409179,0.168687167,0.033566325,0.070326473,0.036919238,Low,210.8589588,46.1490475,55.943875,Very Unhealthy,Moderate,Good
Motorcycle,Electric,1.180618804,8,-3.585325376,39.88688877,959.7988606,370.1156914,1.205413055,0.184973765,0.075994177,0.055001605,High,1506.766319,68.75200625,308.2896083,Hazardous,Hazardous,Moderate
Car,Diesel,3.937932686,28,26.31829306,4.77791362,952.2455681,489.4612695,1.260057388,0.015781474,0.043021658,0.020573249,High,1575.071735,25.71656125,26.30245667,Hazardous,Good,Good
Car,Petrol,4.274706552,4,16.39624729,29.12923027,964.2700175,396.9049218,0.475532968,0.099278576,0.089401296,0.023877182,High,594.41621,29.8464775,165.4642933,Hazardous,Unhealthy,Good
Truck,Electric,4.021349799,7,9.291796238,86.06532261,1025.990261,362.6308061,1.764376918,0.048917036,0.088705654,0.082652288,High,2205.471148,103.31536,81.52839333,Hazardous,Moderate,Unhealthy for Sensitive Groups
Car,Hybrid,3.210169028,10,20.64931931,79.60423334,960.7826559,84.86808309,1.623849952,0.037984382,0.022910691,0.094953986,Low,2029.81244,118.6924825,63.30730333,Hazardous,Moderate,Unhealthy for Sensitive Groups
Bus,Diesel,2.774886057,0,28.6178043,64.3011804,987.2249556,133.0848647,0.63689916,0.076993983,0.070645617,0.057490085,Low,796.12395,71.86260625,128.323305,Hazardous,Unhealthy for Sensitive Groups,Moderate
Motorcycle,Diesel,5.289334978,20,37.05698092,8.554351419,956.3123616,209.8582701,0.941842922,0.070061348,0.034073325,0.053721555,Medium,1177.303653,67.15194375,116.7689133,Hazardous,Unhealthy for Sensitive Groups,Moderate
Car,Electric,3.499225283,9,3.234844142,88.27908191,993.2557169,470.0649321,1.588298365,0.097735278,0.063444823,0.094797962,High,1985.372956,118.4974525,162.89213,Hazardous,Unhealthy,Unhealthy for Sensitive Groups
Car,Petrol,3.291745764,0,37.35650801,53.45178087,1010.385907,198.9012609,1.683387542,0.103696887,0.043846382,0.084808978,Medium,2104.234428,106.0112225,172.828145,Hazardous,Unhealthy,Unhealthy for Sensitive Groups
Truck,Electric,0.933338742,25,38.0474023,49.457601,1012.85096,416.197279,1.612912549,0.105827412,0.061151963,0.026442425,High,2016.140686,33.05303125,176.37902,Hazardous,Unhealthy,Good
Truck,Electric,2.574488704,29,30.68152572,93.4063577,1001.891535,96.68809836,0.60905194,0.035064036,0.066520654,0.013765714,Low,761.314925,17.2071425,58.44006,Hazardous,Moderate,Good
Truck,Diesel,2.777017218,21,34.07185875,0.884402693,1043.810791,347.9010006,1.554104284,0.042437711,0.02358007,0.095517587,High,1942.630355,119.3969838,70.72951833,Hazardous,Moderate,Unhealthy for Sensitive Groups
Bus,Petrol,2.873878461,6,24.62137569,55.58972068,1003.113653,400.5989868,1.301946526,0.071590759,0.055253409,0.058632429,High,1627.433158,73.29053625,119.3179317,Hazardous,Unhealthy for Sensitive Groups,Moderate
Motorcycle,Hybrid,3.81689632,27,-8.045139003,79.12443912,1035.923802,294.3148016,1.099847741,0.025351867,0.024785229,0.068174142,Medium,1374.809676,85.2176775,42.25311167,Hazardous,Good,Moderate
Car,Petrol,3.574733243,13,18.75392724,6.369047466,1049.302574,395.0806643,1.930809189,0.168328411,0.026241456,0.057780833,High,2413.511486,72.22604125,280.5473517,Hazardous,Very Unhealthy,Moderate
Motorcycle,Petrol,3.961106483,4,27.36022815,35.71720674,972.9745398,375.6493504,1.23626136,0.028559893,0.077046223,0.076476292,High,1545.3267,95.595365,47.59982167,Hazardous,Good,Moderate
Car,Hybrid,4.77739296,16,37.08515674,97.74851845,976.5535417,264.6413302,1.750601925,0.053383324,0.092242193,0.090779019,Medium,2188.252406,113.4737738,88.97220667,Hazardous,Moderate,Unhealthy for Sensitive Groups
Truck,Diesel,5.027525841,21,18.52259235,21.17860517,1002.186953,439.483582,1.529442465,0.131078583,0.049713078,0.099440697,High,1911.803081,124.3008713,218.464305,Hazardous,Very Unhealthy,Unhealthy for Sensitive Groups
Bus,Electric,4.534239996,25,29.71003391,53.11794334,968.2378383,203.7331933,0.185659976,0.186759847,0.078067547,0.042727739,Medium,232.07497,53.40967375,311.2664117,Very Unhealthy,Hazardous,Moderate
Bus,Petrol,5.768723219,20,25.25193588,74.6069026,1006.412507,241.4340083,0.607170946,0.035594636,0.061814243,0.056754309,Medium,758.9636825,70.94288625,59.32439333,Hazardous,Moderate,Moderate
Bus,Hybrid,0.89480943,5,4.040144427,39.03738525,1018.438991,292.9374571,1.257407858,0.093423727,0.088914119,0.089515799,Medium,1571.759823,111.8947488,155.7062117,Hazardous,Unhealthy,Unhealthy for Sensitive Groups
Car,Hybrid,1.818045526,15,-2.263596242,40.78732467,956.0397549,108.814395,0.932761815,0.066449389,0.093766348,0.049210695,Low,1165.952269,61.51336875,110.7489817,Hazardous,Unhealthy for Sensitive Groups,Moderate
Truck,Electric,0.83932695,10,27.54526643,6.32683521,1018.13949,281.8929563,1.915438321,0.101216613,0.085246244,0.042309197,Medium,2394.297901,52.88649625,168.694355,Hazardous,Unhealthy,Moderate
Car,Hybrid,4.166868514,9,1.688418059,19.00933484,965.9466859,195.8522259,1.208874286,0.093254927,0.093092276,0.097204761,Medium,1511.092858,121.5059513,155.4248783,Hazardous,Unhealthy,Unhealthy for Sensitive Groups
Truck,Electric,5.469758855,14,2.234577732,88.06092255,979.9318608,165.499499,1.865260325,0.11974683,0.032488198,0.075872772,Medium,2331.575406,94.840965,199.57805,Hazardous,Unhealthy,Moderate
Bus,Petrol,2.066107942,6,22.19731194,81.83176404,1023.880982,309.5757446,0.491189862,0.018119664,0.036025237,0.055629549,High,613.9873275,69.53693625,30.19944,Hazardous,Good,Moderate
Truck,Hybrid,5.620579633,22,29.4534232,30.46385223,966.3589996,198.3213411,1.805746838,0.167518868,0.062806129,0.081632338,Medium,2257.183548,102.0404225,279.1981133,Hazardous,Very Unhealthy,Unhealthy for Sensitive Groups
Bus,Hybrid,1.11339043,1,19.11660464,38.1711299,1003.168305,434.9784653,1.120569128,0.01628453,0.082045576,0.038709582,High,1400.71141,48.3869775,27.14088333,Hazardous,Good,Good
Motorcycle,Hybrid,5.659067339,11,34.24915769,44.04104236,1008.917531,234.4907075,0.506743888,0.118763536,0.017660133,0.063029404,Medium,633.42986,78.786755,197.9392267,Hazardous,Unhealthy,Moderate
Car,Petrol,2.628437974,18,0.572163463,34.59436283,966.4357873,235.8669284,0.841434032,0.164678541,0.038883955,0.073966044,Medium,1051.79254,92.457555,274.464235,Hazardous,Very Unhealthy,Moderate
Truck,Electric,1.327388308,11,2.620721477,65.39117042,977.4781446,491.8739518,1.940774549,0.031904391,0.039251691,0.074435921,High,2425.968186,93.04490125,53.173985,Hazardous,Moderate,Moderate
Truck,Electric,3.326533148,15,21.84777521,1.282843087,1010.646392,203.6871339,1.923010615,0.139537468,0.088185101,0.027621753,Medium,2403.763269,34.52719125,232.5624467,Hazardous,Very Unhealthy,Good
Car,Electric,2.135238152,5,31.46840923,88.01680559,996.1198508,109.1686774,0.141760494,0.049971651,0.077050595,0.099526225,Low,177.2006175,124.4077813,83.286085,Unhealthy,Moderate,Unhealthy for Sensitive Groups
Truck,Hybrid,2.28133909,2,16.96759008,30.06490936,1015.998133,444.4624721,0.684077887,0.047753403,0.06856318,0.077856663,High,855.0973588,97.32082875,79.589005,Hazardous,Moderate,Moderate
Car,Electric,2.397907818,1,-9.480921335,87.23734618,1035.471688,462.6492591,1.808736584,0.018469421,0.026771557,0.076871269,High,2260.92073,96.08908625,30.78236833,Hazardous,Good,Moderate
Truck,Electric,4.975734669,19,23.84715646,45.43858176,963.5034024,151.9025158,0.161786999,0.079974502,0.057160223,0.062729939,Medium,202.2337488,78.41242375,133.2908367,Very Unhealthy,Unhealthy for Sensitive Groups,Moderate
Car,Hybrid,3.603638639,4,30.67912165,77.63309917,957.0632714,446.9346716,1.918177602,0.179604778,0.010829638,0.040853388,High,2397.722003,51.066735,299.3412967,Hazardous,Very Unhealthy,Moderate
Motorcycle,Hybrid,2.418800036,10,3.827181395,82.57798389,1016.672657,272.5505759,0.83716464,0.143828502,0.028659153,0.053977867,Medium,1046.4558,67.47233375,239.71417,Hazardous,Very Unhealthy,Moderate
Motorcycle,Electric,3.973735673,25,-7.290088556,30.12888236,1027.064365,69.54424115,0.318138786,0.118044237,0.082176471,0.04832652,Low,397.6734825,60.40815,196.740395,Hazardous,Unhealthy,Moderate
Motorcycle,Petrol,4.523983506,24,15.89759891,64.03248091,994.9306989,296.9739651,0.672172193,0.165532138,0.068952567,0.020309548,Medium,840.2152413,25.386935,275.8868967,Hazardous,Very Unhealthy,Good
Truck,Hybrid,2.217644804,2,-7.892238982,60.7413976,989.390947,431.9478706,1.635509042,0.168760989,0.059243036,0.093228799,High,2044.386303,116.5359988,281.268315,Hazardous,Very Unhealthy,Unhealthy for Sensitive Groups
Car,Hybrid,2.950455328,2,10.8008372,47.60141019,1009.677186,228.492253,1.997035978,0.122774314,0.085893169,0.055688172,Medium,2496.294973,69.610215,204.6238567,Hazardous,Very Unhealthy,Moderate
Bus,Petrol,1.433807685,21,-9.109107776,46.95686769,1005.145395,297.9500215,0.354238413,0.068965492,0.049761744,0.013880541,Medium,442.7980163,17.35067625,114.9424867,Hazardous,Unhealthy for Sensitive Groups,Good
Bus,Diesel,1.741976618,4,1.248336145,30.52032703,999.0170691,113.2764373,1.311370036,0.177304794,0.035211725,0.047752457,Low,1639.212545,59.69057125,295.50799,Hazardous,Very Unhealthy,Moderate
Car,Electric,4.341812841,21,9.441122594,31.01905116,1031.870513,428.9886333,1.858087603,0.076472586,0.085478582,0.047852575,High,2322.609504,59.81571875,127.45431,Hazardous,Unhealthy for Sensitive Groups,Moderate
Motorcycle,Electric,1.743479408,22,-4.414705513,54.81516083,967.350046,98.10061163,1.809452301,0.042890982,0.03726413,0.017796143,Low,2261.815376,22.24517875,71.48497,Hazardous,Moderate,Good
Bus,Hybrid,3.530849595,10,-4.292204801,3.227061799,1018.120891,92.49306417,0.828380717,0.116272407,0.087027484,0.027624798,Low,1035.475896,34.5309975,193.787345,Hazardous,Unhealthy,Good
Truck,Electric,4.487040561,2,31.35308702,93.3664382,1024.133974,470.1012698,1.744970677,0.026041836,0.069687629,0.016998897,High,2181.213346,21.24862125,43.40306,Hazardous,Good,Good
Bus,Diesel,1.35576,12,-7.928806662,64.9979323,1040.130201,443.0628138,0.464016522,0.050092484,0.066829089,0.024427887,High,580.0206525,30.53485875,83.48747333,Hazardous,Moderate,Good
Bus,Electric,3.750023542,20,24.44831243,44.34435398,1044.51002,308.6936684,1.301032061,0.171033275,0.017176944,0.020303271,High,1626.290076,25.37908875,285.0554583,Hazardous,Very Unhealthy,Good
Bus,Diesel,2.134126475,7,30.72410247,6.180600213,1000.786563,97.76925792,1.236199663,0.089294135,0.052966833,0.091211963,Low,1545.249579,114.0149538,148.8235583,Hazardous,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups
Bus,Petrol,5.807219751,19,-3.463882293,63.00125101,993.3640016,295.6937557,1.587480556,0.102828737,0.043602189,0.079839049,Medium,1984.350695,99.79881125,171.3812283,Hazardous,Unhealthy,Moderate
Truck,Petrol,3.314437363,9,-0.231463274,1.774266274,1000.390856,464.2441941,0.535092604,0.112361493,0.093445154,0.088557932,High,668.865755,110.697415,187.269155,Hazardous,Unhealthy,Unhealthy for Sensitive Groups
Car,Hybrid,4.991161259,1,22.07466508,67.98671951,1023.257926,325.559703,1.294817745,0.103662984,0.011121799,0.022469293,High,1618.522181,28.08661625,172.77164,Hazardous,Unhealthy,Good
Truck,Electric,3.661178019,3,5.782330637,7.252444752,951.7171369,139.207158,1.259807368,0.051404222,0.064271687,0.070236171,Low,1574.75921,87.79521375,85.67370333,Hazardous,Moderate,Moderate
Car,Hybrid,1.025745171,17,13.82115356,65.61021898,967.4143935,457.6238335,0.260025064,0.184054268,0.047089955,0.091154877,High,325.03133,113.9435963,306.7571133,Hazardous,Hazardous,Unhealthy for Sensitive Groups
Motorcycle,Petrol,4.092387153,18,31.80013541,40.58877664,1040.766632,439.4553179,0.728124746,0.139041775,0.082438242,0.095799099,High,910.1559325,119.7488738,231.7362917,Hazardous,Very Unhealthy,Unhealthy for Sensitive Groups
Motorcycle,Diesel,5.747297379,3,-3.100841431,66.26284948,969.543468,295.9643404,0.49413229,0.133701288,0.085085793,0.015249974,Medium,617.6653625,19.0624675,222.83548,Hazardous,Very Unhealthy,Good
Bus,Electric,3.928381465,19,20.9826261,13.84973256,972.8483358,433.5094754,1.999224758,0.1689676,0.051774043,0.044119306,High,2499.030948,55.1491325,281.6126667,Hazardous,Very Unhealthy,Moderate
Bus,Diesel,5.059782069,25,37.11988611,11.73829092,1043.946434,75.36295001,1.982139466,0.138555844,0.024374356,0.042710719,Low,2477.674333,53.38839875,230.9264067,Hazardous,Very Unhealthy,Moderate
Car,Electric,5.397873609,8,-7.126668516,24.7424041,979.4280324,257.5315581,0.579621385,0.033008672,0.028399361,0.026837983,Medium,724.5267313,33.54747875,55.01445333,Hazardous,Moderate,Good
Car,Hybrid,1.986014814,15,-6.999661751,41.15113182,979.0442741,130.1401066,1.636189434,0.074504248,0.07515551,0.02389244,Low,2045.236793,29.86555,124.1737467,Hazardous,Unhealthy for Sensitive Groups,Good
Car,Electric,1.902633168,25,17.73711863,25.30309519,1042.370884,426.8934476,1.651279181,0.080984948,0.084071336,0.043389521,High,2064.098976,54.23690125,134.9749133,Hazardous,Unhealthy for Sensitive Groups,Moderate
Bus,Petrol,3.977101142,5,38.0037898,8.201538438,987.5081994,487.0360623,1.878216547,0.137708084,0.042992085,0.074062464,High,2347.770684,92.57808,229.5134733,Hazardous,Very Unhealthy,Moderate
Motorcycle,Hybrid,2.937348043,24,1.023682118,32.50280983,999.3942019,468.8146942,0.345425534,0.143980697,0.042963075,0.07575852,High,431.7819175,94.69815,239.9678283,Hazardous,Very Unhealthy,Moderate
Motorcycle,Hybrid,5.167278775,3,6.539598486,70.57609001,1006.040734,276.5068034,1.368432472,0.115726058,0.025109631,0.061951828,Medium,1710.54059,77.439785,192.8767633,Hazardous,Unhealthy,Moderate
Truck,Diesel,5.480120242,8,-5.067601273,58.30861042,1036.828248,279.948742,0.491182985,0.085971495,0.069166143,0.080732275,Medium,613.9787313,100.9153438,143.285825,Hazardous,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups
Truck,Electric,2.637791172,26,8.112361522,96.3324555,957.7571428,458.7028968,1.349552877,0.176488778,0.020826262,0.073343448,High,1686.941096,91.67931,294.1479633,Hazardous,Very Unhealthy,Moderate
Truck,Diesel,2.031726907,12,-7.783375999,43.5921661,976.0856235,374.7860101,1.757137452,0.115435117,0.07329757,0.08159892,High,2196.421815,101.99865,192.3918617,Hazardous,Unhealthy,Unhealthy for Sensitive Groups
Truck,Petrol,4.858732679,8,9.454699887,33.28023551,1008.70081,83.57233143,0.254364154,0.166530135,0.063831014,0.097735358,Low,317.9551925,122.1691975,277.550225,Hazardous,Very Unhealthy,Unhealthy for Sensitive Groups
Bus,Hybrid,2.228991385,5,17.77438875,69.36795277,993.4612775,107.7531222,1.310288846,0.186143085,0.082953918,0.062154386,Low,1637.861058,77.6929825,310.238475,Hazardous,Hazardous,Moderate
Truck,Electric,5.077594456,20,38.75024133,41.19587895,977.8280744,478.2751091,1.121450416,0.090342646,0.06386729,0.078981481,High,1401.81302,98.72685125,150.5710767,Hazardous,Unhealthy,Moderate
Car,Electric,3.003438919,18,30.91939898,61.83092687,990.9642259,214.6502348,0.433633818,0.065245841,0.02865763,0.084999035,Medium,542.0422725,106.2487938,108.7430683,Hazardous,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups
Motorcycle,Electric,4.271259476,13,31.10327054,94.62872806,1046.624264,134.3118018,0.551357292,0.080683729,0.062071755,0.092163546,Low,689.196615,115.2044325,134.4728817,Hazardous,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups
